1994,Animals & Animal Products,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 109134.57900000001}, {'data': {'description': 'Trade Value($):49,890.26 </br> Share(%):     45.71'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 49890.264}, {'data': {'description': 'Trade Value($):39,101.62 </br> Share(%):     35.83'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 39101.616}, {'data': {'description': 'Trade Value($):8,923.69 </br> Share(%):      8.18'}, 'label': 'Spain', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 8923.694}, {'data': {'description': 'Trade Value($):4,280.83 </br> Share(%):      3.92'}, 'label': 'Italy', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4280.832}, {'data': {'description': 'Trade Value($):1,190.85 </br> Share(%):      1.09'}, 'label': 'Brazil', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 1190.854}, {'data': {'description': 'Trade Value($):5,747.32 </br> Share(%):      5.27'}, 'label': 'Others (31) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 5747.319}]"
1994,Vegetable Products,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 132978.909}, {'data': {'description': 'Trade Value($):60,721.77 </br> Share(%):     45.66'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 60721.773}, {'data': {'description': 'Trade Value($):46,207.97 </br> Share(%):     34.75'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 46207.971}, {'data': {'description': 'Trade Value($):6,659.23 </br> Share(%):      5.01'}, 'label': 'Germany', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 6659.228}, {'data': {'description': 'Trade Value($):4,804.85 </br> Share(%):      3.61'}, 'label': 'Netherlands Antilles', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4804.849}, {'data': {'description': 'Trade Value($):2,951.66 </br> Share(%):      2.22'}, 'label': 'Anguila', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 2951.659}, {'data': {'description': 'Trade Value($):11,633.43 </br> Share(%):      8.75'}, 'label': 'Others (41) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 11633.429}]"
1994,"Prepared Foodstuffs; Beverages, Spirits, Vinegar, Tobacco and Manufactured Tobacco Substitutes","[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 221200.921}, {'data': {'description': 'Trade Value($):93,323.70 </br> Share(%):     42.19'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 93323.695}, {'data': {'description': 'Trade Value($):56,866.34 </br> Share(%):     25.71'}, 'label': 'Anguila', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 56866.344}, {'data': {'description': 'Trade Value($):27,386.34 </br> Share(%):     12.38'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 27386.341}, {'data': {'description': 'Trade Value($):5,726.47 </br> Share(%):      2.59'}, 'label': 'Peru', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 5726.466}, {'data': {'description': 'Trade Value($):4,581.88 </br> Share(%):      2.07'}, 'label': 'Netherlands', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4581.884}, {'data': {'description': 'Trade Value($):33,316.19 </br> Share(%):     15.06'}, 'label': 'Others (47) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 33316.191}]"
1994,Mineral Products,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 209914.76}, {'data': {'description': 'Trade Value($):62,203.95 </br> Share(%):     29.63'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 62203.946}, {'data': {'description': 'Trade Value($):17,517.87 </br> Share(%):      8.35'}, 'label': 'United Kingdom', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 17517.871}, {'data': {'description': 'Trade Value($):15,070.00 </br> Share(%):      7.18'}, 'label': 'Italy', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 15070}, {'data': {'description': 'Trade Value($):12,888.55 </br> Share(%):      6.14'}, 'label': 'Dominican Republic', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 12888.55}, {'data': {'description': 'Trade Value($):12,776.00 </br> Share(%):      6.09'}, 'label': 'China', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 12776}, {'data': {'description': 'Trade Value($):89,458.39 </br> Share(%):     42.62'}, 'label': 'Others (45) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 89458.393}]"
1994,Products of the Chemical or Allied Industries,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 447683.807}, {'data': {'description': 'Trade Value($):187,751.74 </br> Share(%):     41.94'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 187751.741}, {'data': {'description': 'Trade Value($):84,321.24 </br> Share(%):     18.83'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 84321.239}, {'data': {'description': 'Trade Value($):37,497.58 </br> Share(%):      8.38'}, 'label': 'Mexico', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 37497.577}, {'data': {'description': 'Trade Value($):16,735.35 </br> Share(%):      3.74'}, 'label': 'Peru', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 16735.349}, {'data': {'description': 'Trade Value($):10,586.97 </br> Share(%):      2.36'}, 'label': 'Chile', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 10586.968}, {'data': {'description': 'Trade Value($):110,790.93 </br> Share(%):     24.75'}, 'label': 'Others (64) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 110790.933}]"
1994,Plastics and Articles thereof; Rubber and Articles thereof,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 181685.79099999997}, {'data': {'description': 'Trade Value($):95,290.49 </br> Share(%):     52.45'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 95290.492}, {'data': {'description': 'Trade Value($):15,206.25 </br> Share(%):      8.37'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 15206.248}, {'data': {'description': 'Trade Value($):13,278.59 </br> Share(%):      7.31'}, 'label': 'Brazil', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 13278.585}, {'data': {'description': 'Trade Value($):12,932.20 </br> Share(%):      7.12'}, 'label': 'Peru', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 12932.195}, {'data': {'description': 'Trade Value($):8,154.21 </br> Share(%):      4.49'}, 'label': 'Cuba', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 8154.207}, {'data': {'description': 'Trade Value($):36,824.06 </br> Share(%):     20.27'}, 'label': 'Others (51) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 36824.064}]"
1994,"Raw Hides and Skins, Leather, Furskins, and Articles thereof; Saddlery and Harness; Travel Goods, Handbags, and Similar Containers; Articles of Animal Gut (Other than Silk-worm Gut)","[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 34020.191}, {'data': {'description': 'Trade Value($):24,333.85 </br> Share(%):     71.53'}, 'label': 'Italy', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 24333.85}, {'data': {'description': 'Trade Value($):5,588.74 </br> Share(%):     16.43'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 5588.735}, {'data': {'description': 'Trade Value($):1,262.07 </br> Share(%):      3.71'}, 'label': 'Spain', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 1262.073}, {'data': {'description': 'Trade Value($):980.84 </br> Share(%):      2.88'}, 'label': 'Japan', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 980.837}, {'data': {'description': 'Trade Value($):360.83 </br> Share(%):      1.06'}, 'label': 'Hong Kong, China', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 360.833}, {'data': {'description': 'Trade Value($):1,493.86 </br> Share(%):      4.39'}, 'label': 'Others (24) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 1493.863}]"
1994,"Wood and Articles of Wood; Wood Charcoal; Cork and Articles of Cork; Manufactures of Straw, of Esparto or of Other Plaiting Materials; Basketware and Wickerwork","[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 84265.189}, {'data': {'description': 'Trade Value($):30,961.84 </br> Share(%):     36.74'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 30961.843}, {'data': {'description': 'Trade Value($):17,094.06 </br> Share(%):     20.29'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 17094.061}, {'data': {'description': 'Trade Value($):7,982.69 </br> Share(%):      9.47'}, 'label': 'United Kingdom', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 7982.689}, {'data': {'description': 'Trade Value($):4,968.62 </br> Share(%):      5.90'}, 'label': 'Trinidad and Tobago', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4968.615}, {'data': {'description': 'Trade Value($):4,252.56 </br> Share(%):      5.05'}, 'label': 'Dominican Republic', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4252.563}, {'data': {'description': 'Trade Value($):19,005.42 </br> Share(%):     22.55'}, 'label': 'Others (43) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 19005.418}]"
1994,Textiles and Textile Articles,"[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 72470.15}, {'data': {'description': 'Trade Value($):42,891.15 </br> Share(%):     59.18'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 42891.153}, {'data': {'description': 'Trade Value($):6,202.62 </br> Share(%):      8.56'}, 'label': 'Brazil', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 6202.62}, {'data': {'description': 'Trade Value($):4,580.15 </br> Share(%):      6.32'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4580.151}, {'data': {'description': 'Trade Value($):4,477.00 </br> Share(%):      6.18'}, 'label': 'Ecuador', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 4476.995}, {'data': {'description': 'Trade Value($):3,610.20 </br> Share(%):      4.98'}, 'label': 'Germany', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 3610.204}, {'data': {'description': 'Trade Value($):10,709.03 </br> Share(%):     14.78'}, 'label': 'Others (42) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 10709.027}]"
1994,"Footwear, Headgear, Umbrellas, Sun Umbrellas, Walking-sticks, Seat-sticks, Whips, Riding-crops, and Parts thereof; Prepared Feathers and Articles Made therewith; Artificial Flowers; Articles of Human Hair","[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 9830.271}, {'data': {'description': 'Trade Value($):2,897.62 </br> Share(%):     29.48'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 2897.617}, {'data': {'description': 'Trade Value($):1,974.54 </br> Share(%):     20.09'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 1974.536}, {'data': {'description': 'Trade Value($):1,310.46 </br> Share(%):     13.33'}, 'label': 'Netherlands', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 1310.462}, {'data': {'description': 'Trade Value($):758.59 </br> Share(%):      7.72'}, 'label': 'Panama', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 758.591}, {'data': {'description': 'Trade Value($):747.62 </br> Share(%):      7.61'}, 'label': 'Cuba', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 747.615}, {'data': {'description': 'Trade Value($):2,141.45 </br> Share(%):     21.78'}, 'label': 'Others (35) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 2141.45}]"
1994,"Articles of Stone, Plaster, Cement, Asbestos, Mica or Similar Materials; Ceramic Products; Glass and Glassware","[{'color': '#eecc88', 'label': 'Venezuela 1994 Export Partner Share ', 'value': 411011.23699999996}, {'data': {'description': 'Trade Value($):272,477.80 </br> Share(%):     66.29'}, 'label': 'United Kingdom', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 272477.8}, {'data': {'description': 'Trade Value($):37,272.29 </br> Share(%):      9.07'}, 'label': 'Colombia', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 37272.294}, {'data': {'description': 'Trade Value($):34,802.26 </br> Share(%):      8.47'}, 'label': 'United States', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 34802.257}, {'data': {'description': 'Trade Value($):21,967.88 </br> Share(%):      5.34'}, 'label': 'Belgium-Luxembourg', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 21967.878}, {'data': {'description': 'Trade Value($):10,881.61 </br> Share(%):      2.65'}, 'label': 'Brazil', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 10881.609}, {'data': {'description': 'Trade Value($):33,609.40 </br> Share(%):      8.18'}, 'label': 'Others (54) partners', 'parent': 'Venezuela 1994 Export Partner Share ', 'value': 33609.399}]"
